seq	arm	self_chr	region_start	region_end	chrs_involved	arms_involved
NA19909#1#CM094127.1:82383008-82883007_chr17_qarm	qarm	chr17	460000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr13,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19909#1#CM094128.1:3145-503144_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
NA19909#1#CM094128.1:81197771-81697770_chr18_qarm	qarm	chr18	.	.	.	.
NA19909#1#CM094129.1:3797-503796_chr19_parm	parm	chr19	0	185000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19909#1#CM094129.1:61206845-61706844_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19909#1#CM094130.1:2375-502374_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19909#1#CM094130.1:67500331-68000330_chr20_qarm	qarm	chr20	330000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19909#1#CM094131.1:154179976-154679975_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr16p,chr19p,chr20q
NA19909#1#CM094131.1:4755-504754_chrX_parm	parm	chrX	.	.	.	.
NA19909#1#JBIRDH010000001.1:144353146-144853145_chr8_qarm	qarm	chr8	.	.	.	.
NA19909#1#JBIRDH010000002.1:104748855-105248854_chr13_qarm	qarm	chr13	490000	500000	chr1,chr4,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr4q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19909#1#JBIRDH010000005.1:79410794-79910793_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19909#1#JBIRDH010000008.1:44433649-44933648_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr19,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr19q,chr21q,chr22q
NA19909#1#JBIRDH010000010.1:2883-502882_chr2_parm	parm	chr2	.	.	.	.
NA19909#1#JBIRDH010000011.1:2958-502957_chr14_parm	parm	chr14	0	410000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19909#1#JBIRDH010000012.1:3876-503875_chr6_parm	parm	chr6	0	150000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19909#1#JBIRDH010000013.1:40989536-41489535_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr7,chr10,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr7p,chr10q,chr20p,chr21q,chr22q
NA19909#1#JBIRDH010000015.1:147448486-147948485_chr2_qarm	qarm	chr2	345000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr16q,chr17q,chr19p,chr20p,chr20q
NA19909#1#JBIRDH010000019.1:574940-1074939_chr14_qarm	qarm	chr14	.	.	.	.
NA19909#1#JBIRDH010000034.1:79848717-80348716_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr19p,chr20q
NA19909#1#JBIRDH010000035.1:139479877-139979876_chr4_qarm	qarm	chr4	470000	500000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19909#1#JBIRDH010000039.1:115600495-116100494_chr3_qarm	qarm	chr3	250000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19909#1#JBIRDH010000040.1:110722237-111222236_chr6_qarm	qarm	chr6	365000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19909#1#JBIRDH010000042.1:2882-502881_chr1_parm	parm	chr1	0	305000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19909#1#JBIRDH010000045.1:3178-503177_chr3_parm	parm	chr3	.	.	.	.
NA19909#1#JBIRDH010000046.1:1762-501761_chr9_parm	parm	chr9	0	40000	chr3,chr9,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19909#1#JBIRDH010000048.1:3178-503177_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19909#1#JBIRDH010000049.1:2272-502271_chr15_parm	parm	chr15	0	430000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19909#1#JBIRDH010000050.1:3261-503260_chr8_parm	parm	chr8	0	185000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19909#1#JBIRDH010000052.1:1701721-2201720_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr19,chr21,chr22	chr1q,chr4q,chr19p,chr19q,chr21q,chr22q
NA19909#2#CM094132.1:242433383-242933382_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr19,chr21,chr22	chr1q,chr4q,chr19p,chr19q,chr21q,chr22q
NA19909#2#CM094132.1:4509-504508_chr1_parm	parm	chr1	0	195000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19909#2#CM094133.1:191123857-191623856_chr4_qarm	qarm	chr4	470000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19909#2#CM094133.1:4285-504284_chr4_parm	parm	chr4	0	65000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19909#2#CM094134.1:181512789-182012788_chr5_qarm	qarm	chr5	325000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19909#2#CM094134.1:4001-504000_chr5_parm	parm	chr5	.	.	.	.
NA19909#2#CM094135.1:160309127-160809126_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
NA19909#2#CM094135.1:2650-502649_chr7_parm	parm	chr7	0	140000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
NA19909#2#CM094136.1:134440963-134940962_chr10_qarm	qarm	chr10	470000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19909#2#CM094136.1:4936-504935_chr10_parm	parm	chr10	0	70000	chr9,chr10,chr16,chr18	chr9q,chr10p,chr18p
NA19909#2#CM094137.1:133236595-133736594_chr11_qarm	qarm	chr11	.	.	.	.
NA19909#2#CM094137.1:3849-503848_chr11_parm	parm	chr11	0	225000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr17p,chr19p,chr20p,chr20q
NA19909#2#CM094138.1:132461886-132961885_chr12_qarm	qarm	chr12	475000	500000	chr7,chr12	chr7q,chr12q
NA19909#2#CM094138.1:3855-503854_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19909#2#CM094139.1:3080-503079_chr16_parm	parm	chr16	0	25000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
NA19909#2#CM094139.1:95891112-96391111_chr16_qarm	qarm	chr16	345000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19909#2#CM094140.1:2844-502843_chr17_parm	parm	chr17	0	50000	chr11,chr17	chr11p,chr17p
NA19909#2#CM094140.1:83317351-83817350_chr17_qarm	qarm	chr17	455000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr17q,chr19q,chr20p,chr21q,chr22q
NA19909#2#CM094141.1:3468-503467_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
NA19909#2#CM094141.1:81524734-82024733_chr18_qarm	qarm	chr18	.	.	.	.
NA19909#2#CM094142.1:3113-503112_chr19_parm	parm	chr19	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr17q,chr19p,chr20p,chr20q
NA19909#2#CM094142.1:62430181-62930180_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19909#2#CM094143.1:3128-503127_chr20_parm	parm	chr20	0	195000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr17q,chr19p,chr20p,chr20q
NA19909#2#CM094143.1:64948538-65448537_chr20_qarm	qarm	chr20	395000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19909#2#CM094144.1:4399-504398_chr21_parm	parm	chr21	0	245000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr14,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13p,chr13q,chr14p,chr15p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21p,chr21q,chr22p,chr22q
NA19909#2#CM094144.1:45708213-46208212_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr7,chr10,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr7p,chr10q,chr20p,chr21q,chr22q
NA19909#2#CM094145.1:2349-502348_chr22_parm	parm	chr22	0	455000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19909#2#CM094145.1:44564723-45064722_chr22_qarm	qarm	chr22	475000	500000	chr1,chr2,chr4,chr6,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19909#2#CM094146.1:153781902-154281901_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
NA19909#2#CM094146.1:3650-503649_chrX_parm	parm	chrX	.	.	.	.
NA19909#2#JBIRDI010000003.1:80176012-80676011_chr15_qarm	qarm	chr15	380000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr17,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr17q,chr20p
NA19909#2#JBIRDI010000009.1:103397490-103897489_chr13_qarm	qarm	chr13	490000	500000	chr1,chr2,chr4,chr6,chr13,chr17,chr19,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr13q,chr17q,chr19q,chr21q,chr22q
NA19909#2#JBIRDI010000010.1:5757-505756_chr8_parm	parm	chr8	0	175000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20,chr21	chr1p,chr1q,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q,chr21q
NA19909#2#JBIRDI010000011.1:147380416-147880415_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19909#2#JBIRDI010000013.1:110658696-111158695_chr6_qarm	qarm	chr6	355000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p
NA19909#2#JBIRDI010000014.1:110988002-111488001_chr3_qarm	qarm	chr3	250000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19909#2#JBIRDI010000015.1:76669731-77169730_chr9_qarm	qarm	chr9	195000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10p,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
NA19909#2#JBIRDI010000016.1:89619223-90119222_chr14_qarm	qarm	chr14	.	.	.	.
NA19909#2#JBIRDI010000048.1:5130-505129_chr3_parm	parm	chr3	.	.	.	.
NA19909#2#JBIRDI010000049.1:4724-504723_chr2_parm	parm	chr2	.	.	.	.
NA19909#2#JBIRDI010000050.1:1966-501965_chr15_parm	parm	chr15	0	445000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19909#2#JBIRDI010000051.1:3967-503966_chr9_parm	parm	chr9	0	40000	chr3,chr9,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19909#2#JBIRDI010000053.1:2573-502572_chr6_parm	parm	chr6	0	165000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA20129#1#CM092130.1:10890-510889_chr1_parm	parm	chr1	0	305000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA20129#1#CM092130.1:245546012-246046011_chr1_qarm	qarm	chr1	480000	500000	chr1,chr2,chr4,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA20129#1#CM092131.1:242576656-243076655_chr2_qarm	qarm	chr2	385000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA20129#1#CM092131.1:9528-509527_chr2_parm	parm	chr2	.	.	.	.
NA20129#1#CM092132.1:12738-512737_chr5_parm	parm	chr5	.	.	.	.
NA20129#1#CM092132.1:181943754-182443753_chr5_qarm	qarm	chr5	320000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA20129#1#CM092133.1:11210-511209_chr7_parm	parm	chr7	0	185000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA20129#1#CM092133.1:159949651-160449650_chr7_qarm	qarm	chr7	.	.	.	.
NA20129#1#CM092134.1:12953-512952_chr8_parm	parm	chr8	0	30000	chr1,chr2,chr4,chr6,chr8,chr10,chr19	chr1p,chr2q,chr4q,chr6q,chr8p,chr10q,chr19q
NA20129#1#CM092134.1:145991452-146491451_chr8_qarm	qarm	chr8	.	.	.	.
NA20129#1#CM092135.1:12065-512064_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA20129#1#CM092135.1:136652469-137152468_chr9_qarm	qarm	chr9	195000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr15,chr16,chr17,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr11p,chr15q,chr16q,chr17q,chr18p,chr19p,chr20p,chr20q
NA20129#1#CM092136.1:134042440-134542439_chr10_qarm	qarm	chr10	470000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr18,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr18p,chr19q,chr20p,chr21q,chr22q
NA20129#1#CM092136.1:13533-513532_chr10_parm	parm	chr10	0	70000	chr3,chr9,chr10,chr16,chr18	chr3q,chr9q,chr10p,chr18p
NA20129#1#CM092137.1:10866-510865_chr11_parm	parm	chr11	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr17p,chr19p,chr20p,chr20q
NA20129#1#CM092137.1:134431690-134931689_chr11_qarm	qarm	chr11	.	.	.	.
NA20129#1#CM092138.1:10529-510528_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA20129#1#CM092138.1:132395888-132895887_chr12_qarm	qarm	chr12	475000	500000	chr7,chr12	chr7q,chr12q
NA20129#1#CM092139.1:3157-503156_chr15_parm	parm	chr15	0	470000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA20129#1#CM092139.1:97874467-98374466_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA20129#1#CM092140.1:8207-508206_chr16_parm	parm	chr16	0	200000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA20129#1#CM092140.1:94587569-95087568_chr16_qarm	qarm	chr16	345000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA20129#1#CM092141.1:10915-510914_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
NA20129#1#CM092141.1:79297282-79797281_chr18_qarm	qarm	chr18	.	.	.	.
NA20129#1#CM092142.1:3866-503865_chr19_parm	parm	chr19	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q
NA20129#1#CM092142.1:60561919-61061918_chr19_qarm	qarm	chr19	480000	500000	chr1,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA20129#1#CM092143.1:12531-512530_chr20_parm	parm	chr20	0	95000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA20129#1#CM092143.1:68987877-69487876_chr20_qarm	qarm	chr20	395000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA20129#1#JAHEPE020000009.1:42420288-42920287_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr10,chr19,chr21,chr22	chr1q,chr2q,chr4q,chr10q,chr19q,chr21q,chr22q
NA20129#1#JAHEPE020000010.1:58278521-58778520_chr17_qarm	qarm	chr17	465000	500000	chr1,chr5,chr6,chr8,chr17	chr1p,chr5q,chr6p,chr6q,chr8p,chr17q
NA20129#1#JAHEPE020000013.1:13721-513720_chr6_parm	parm	chr6	.	.	.	.
