gene_name,genome_wide_copies,gene_biotype,chromosomes,num_chromosomes
KRT223P,1,pseudogene,chr17,1
KRT25,1,protein_coding,chr17,1
KRT26,1,protein_coding,chr17,1
KRT27,1,protein_coding,chr17,1
KRT28,1,protein_coding,chr17,1
LOC105371776,1,lncRNA,chr17,1
KRT10,1,protein_coding,chr17,1
KRT10-AS1,1,lncRNA,chr17,1
LOC105371777,1,lncRNA,chr17,1
KRT12,1,protein_coding,chr17,1
KRT20,1,protein_coding,chr17,1
KRT23,1,protein_coding,chr17,1
LOC107985072,1,lncRNA,chr17,1
KRT39,1,protein_coding,chr17,1
KRT40,1,protein_coding,chr17,1
KRTAP3-3,1,protein_coding,chr17,1
KRTAP3-2,1,protein_coding,chr17,1
KRTAP3-4P,1,pseudogene,chr17,1
KRTAP3-1,1,protein_coding,chr17,1
KRTAP1-5,1,protein_coding,chr17,1
KRTAP1-4,1,protein_coding,chr17,1
KRTAP1-3,1,protein_coding,chr17,1
KRTAP1-1,1,protein_coding,chr17,1
KRTAP2-1,1,protein_coding,chr17,1
KRTAP2-2,1,protein_coding,chr17,1
KRTAP2-3,1,protein_coding,chr17,1
KRTAP2-4,1,protein_coding,chr17,1
KRTAP2-5P,1,pseudogene,chr17,1
KRTAP4-7,1,protein_coding,chr17,1
KRTAP4-8,1,protein_coding,chr17,1
KRTAP4-16,1,protein_coding,chr17,1
KRTAP4-9,1,protein_coding,chr17,1
LOC124904002,1,lncRNA,chr17,1
KRTAP4-11,1,protein_coding,chr17,1
KRTAP4-12,1,protein_coding,chr17,1
KRTAP4-6,1,protein_coding,chr17,1
KRTAP4-5,1,protein_coding,chr17,1
KRTAP4-4,1,protein_coding,chr17,1
KRTAP4-3,1,protein_coding,chr17,1
KRTAP4-2,1,protein_coding,chr17,1
KRTAP4-1,1,protein_coding,chr17,1
KRTAP4-17P,1,pseudogene,chr17,1
KRTAP9-1,1,protein_coding,chr17,1
KRTAP9-12P,1,pseudogene,chr17,1
KRTAP9-2,1,protein_coding,chr17,1
KRTAP9-3,1,protein_coding,chr17,1
KRTAP9-11P,1,pseudogene,chr17,1
KRTAP9-4,1,protein_coding,chr17,1
KRTAP9-9,1,protein_coding,chr17,1
KRTAP9-7,1,protein_coding,chr17,1
KRTAP9-10P,1,pseudogene,chr17,1
KRTAP29-1,1,protein_coding,chr17,1
KRTAP16-1,1,protein_coding,chr17,1
KRTAP17-1,1,protein_coding,chr17,1
TBC1D3P7,1,pseudogene,chr17,1
KRT33A,1,protein_coding,chr17,1
LOC105371778,1,lncRNA,chr17,1
KRT33B,1,protein_coding,chr17,1
KRT34,1,protein_coding,chr17,1
KRT31,1,protein_coding,chr17,1
LOC100505782,1,lncRNA,chr17,1
KRT41P,1,pseudogene,chr17,1
KRT37,1,protein_coding,chr17,1
KRT38,1,protein_coding,chr17,1
KRT43P,1,pseudogene,chr17,1
KRT32,1,protein_coding,chr17,1
RNU2-32P,1,pseudogene,chr17,1
KRT35,1,protein_coding,chr17,1
KRT36,1,protein_coding,chr17,1
KRT13,1,protein_coding,chr17,1
KRT15,1,protein_coding,chr17,1
MIR6510,1,miRNA,chr17,1
KRT19,1,protein_coding,chr17,1
LINC00974,1,lncRNA,chr17,1
KRT9,1,protein_coding,chr17,1
KRT14,1,protein_coding,chr17,1
LOC124904003,1,lncRNA,chr17,1
KRT16,1,protein_coding,chr17,1
KRT17,1,protein_coding,chr17,1
KRT42P,1,transcribed_pseudogene,chr17,1
LOC124904004,1,lncRNA,chr17,1
EIF1,1,protein_coding,chr17,1
GAST,1,protein_coding,chr17,1
HAP1,1,protein_coding,chr17,1
RNA5SP442,1,pseudogene,chr17,1
RN7SL399P,1,pseudogene,chr17,1
JUP,1,protein_coding,chr17,1
P3H4,1,protein_coding,chr17,1
FKBP10,1,protein_coding,chr17,1
NT5C3B,1,protein_coding,chr17,1
KLHL10,1,protein_coding,chr17,1
KLHL11,1,protein_coding,chr17,1
ACLY,1,protein_coding,chr17,1
LOC124904005,1,lncRNA,chr17,1
ODAD4,1,protein_coding,chr17,1
CNP,1,protein_coding,chr17,1
DNAJC7,1,protein_coding,chr17,1
NKIRAS2,1,protein_coding,chr17,1
ZNF385C,1,protein_coding,chr17,1
C17orf113,1,protein_coding,chr17,1
DHX58,1,protein_coding,chr17,1
KAT2A,1,protein_coding,chr17,1
HSPB9,1,protein_coding,chr17,1
RAB5C,1,protein_coding,chr17,1
RAB5C-AS1,1,lncRNA,chr17,1
KCNH4,1,protein_coding,chr17,1
HCRT,1,protein_coding,chr17,1
GHDC,1,protein_coding,chr17,1
STAT5B,1,protein_coding,chr17,1
STAT5A,1,protein_coding,chr17,1
STAT3,1,protein_coding,chr17,1
CAVIN1,1,protein_coding,chr17,1
LOC102725238,1,lncRNA,chr17,1
RNU7-97P,1,pseudogene,chr17,1
ATP6V0A1,1,protein_coding,chr17,1
MIR548AT,1,miRNA,chr17,1
MIR5010,1,miRNA,chr17,1
PTP4A2P1,1,pseudogene,chr17,1
NAGLU,1,protein_coding,chr17,1
HSD17B1P1,1,pseudogene,chr17,1
HSD17B1-AS1,1,lncRNA,chr17,1
HSD17B1,1,protein_coding,chr17,1
COASY,1,protein_coding,chr17,1
MLX,1,protein_coding,chr17,1
PSMC3IP,1,protein_coding,chr17,1
RETREG3,1,protein_coding,chr17,1
TUBG1,1,protein_coding,chr17,1
ATP5MGP7,1,pseudogene,chr17,1
HMGB3P27,1,pseudogene,chr17,1
TUBG2,1,protein_coding,chr17,1
PLEKHH3,1,protein_coding,chr17,1
CCR10,1,protein_coding,chr17,1
CNTNAP1,1,protein_coding,chr17,1
EZH1,1,protein_coding,chr17,1
MIR6780A,1,miRNA,chr17,1
RPL34P30,1,pseudogene,chr17,1
HMGN2P15,1,pseudogene,chr17,1
RAMP2-AS1,1,lncRNA,chr17,1
RAMP2,1,protein_coding,chr17,1
VPS25,1,protein_coding,chr17,1
WNK4,1,protein_coding,chr17,1
COA3,1,protein_coding,chr17,1
CNTD1,1,protein_coding,chr17,1
BECN1,1,protein_coding,chr17,1
MIR6781,1,miRNA,chr17,1
PSME3,1,protein_coding,chr17,1
AOC2,1,protein_coding,chr17,1
AOC3,1,protein_coding,chr17,1
AOC4P,1,transcribed_pseudogene,chr17,1
LINC00671,1,lncRNA,chr17,1
RNU6-287P,1,pseudogene,chr17,1
G6PC1,1,protein_coding,chr17,1
RNY4P2,1,pseudogene,chr17,1
LOC124900400,1,snoRNA,chr17,1
AARSD1,1,protein_coding,chr17,1
PTGES3L-AARSD1,1,protein_coding,chr17,1
PTGES3L,1,protein_coding,chr17,1
RUNDC1,1,protein_coding,chr17,1
LOC124904006,1,lncRNA,chr17,1
RPL27,1,protein_coding,chr17,1
IFI35,1,protein_coding,chr17,1
VAT1,1,protein_coding,chr17,1
RND2,1,protein_coding,chr17,1
BRCA1,1,protein_coding,chr17,1
RPL21P4,1,pseudogene,chr17,1
NBR2,1,lncRNA,chr17,1
HMGN1P29,1,pseudogene,chr17,1
LOC101929767,1,lncRNA,chr17,1
LOC124900391,1,lncRNA,chr17,1
BRCA1P1,1,pseudogene,chr17,1
NBR1,1,protein_coding,chr17,1
TMEM106A,1,protein_coding,chr17,1
CCDC200,1,protein_coding,chr17,1
RNU2-1,1,snRNA,chr17,1
LOC124904136,1,snRNA,chr17,1
LOC124904137,1,snRNA,chr17,1
LOC124904144,1,snRNA,chr17,1
LOC124904138,1,snRNA,chr17,1
LOC124904143,1,snRNA,chr17,1
LOC124904142,1,snRNA,chr17,1
LOC124904139,1,snRNA,chr17,1
LOC124904141,1,snRNA,chr17,1
LOC124904147,1,snRNA,chr17,1
LOC105371785,1,lncRNA,chr17,1
LINC00910,1,lncRNA,chr17,1
LOC124904007,1,lncRNA,chr17,1
RNU2-4P,1,pseudogene,chr17,1
RNU6-1137P,1,pseudogene,chr17,1
ARL4D,1,protein_coding,chr17,1
RNU6-470P,1,pseudogene,chr17,1
MIR2117HG,1,lncRNA,chr17,1
MIR2117,1,miRNA,chr17,1
RNU6-406P,1,pseudogene,chr17,1
RNU6-971P,1,pseudogene,chr17,1
RPL29P31,1,pseudogene,chr17,1
DHX8,1,protein_coding,chr17,1
LOC124904112,1,snRNA,chr17,1
ETV4,1,protein_coding,chr17,1
LOC124904008,1,lncRNA,chr17,1
MEOX1,1,protein_coding,chr17,1
LINC02594,1,lncRNA,chr17,1
LOC107985085,1,lncRNA,chr17,1
WHSC1L2P,1,pseudogene,chr17,1
SOST,1,protein_coding,chr17,1
DUSP3,1,protein_coding,chr17,1
CFAP97D1,1,protein_coding,chr17,1
MPP3,1,protein_coding,chr17,1
LOC107984979,1,lncRNA,chr17,1
CD300LG,1,protein_coding,chr17,1
LOC107985077,1,lncRNA,chr17,1
MPP2,1,protein_coding,chr17,1
LOC105371787,1,lncRNA,chr17,1
FAM215A,1,lncRNA,chr17,1
LOC107985086,1,lncRNA,chr17,1
LRRC37A10P,1,pseudogene,chr17,1
LOC102724183,1,misc_RNA,chr17,1
LINC01976,1,lncRNA,chr17,1
PPY,1,protein_coding,chr17,1
PYY,1,protein_coding,chr17,1
NAGS,1,protein_coding,chr17,1
TMEM101,1,protein_coding,chr17,1
LOC124904152,1,pseudogene,chr17,1
LSM12,1,protein_coding,chr17,1
G6PC3,1,protein_coding,chr17,1
HDAC5,1,protein_coding,chr17,1
LOC105371789,1,lncRNA,chr17,1
RNU6-131P,1,pseudogene,chr17,1
HROB,1,protein_coding,chr17,1
ASB16,1,protein_coding,chr17,1
ASB16-AS1,1,lncRNA,chr17,1
TMUB2,1,protein_coding,chr17,1
ATXN7L3,1,protein_coding,chr17,1
UBTF,1,protein_coding,chr17,1
MIR6782,1,miRNA,chr17,1
ATXN7L3-AS1,1,lncRNA,chr17,1
SHC1P2,1,pseudogene,chr17,1
SLC4A1,1,protein_coding,chr17,1
LOC105371790,1,lncRNA,chr17,1
RN7SL507P,1,pseudogene,chr17,1
RUNDC3A-AS1,1,lncRNA,chr17,1
LOC124904153,1,pseudogene,chr17,1
RNU6-453P,1,pseudogene,chr17,1
RUNDC3A,1,protein_coding,chr17,1
SLC25A39,1,protein_coding,chr17,1
LOC124904009,1,lncRNA,chr17,1
GRN,1,protein_coding,chr17,1
FAM171A2,1,protein_coding,chr17,1
RPL7L1P5,1,pseudogene,chr17,1
ITGA2B,1,protein_coding,chr17,1
GPATCH8,1,protein_coding,chr17,1
RN7SL258P,1,pseudogene,chr17,1
LOC105371791,1,lncRNA,chr17,1
FZD2,1,protein_coding,chr17,1
SMCO4P1,1,pseudogene,chr17,1
LINC01180,1,lncRNA,chr17,1
MEIOC,1,protein_coding,chr17,1
CCDC43,1,protein_coding,chr17,1
LOC105371792,1,lncRNA,chr17,1
LOC124904010,1,lncRNA,chr17,1
DBF4B,1,protein_coding,chr17,1
RN7SL819P,1,pseudogene,chr17,1
RPL6P26,1,pseudogene,chr17,1
LOC107985044,1,lncRNA,chr17,1
ADAM11,1,protein_coding,chr17,1
GJC1,1,protein_coding,chr17,1
HIGD1B,1,protein_coding,chr17,1
EFTUD2,1,protein_coding,chr17,1
RN7SL405P,1,pseudogene,chr17,1
CCDC103,1,protein_coding,chr17,1
GFAP,1,protein_coding,chr17,1
FAM187A,1,protein_coding,chr17,1
LOC105371793,1,lncRNA,chr17,1
KIF18B,1,protein_coding,chr17,1
MIR6783,1,miRNA,chr17,1
C1QL1,1,protein_coding,chr17,1
LOC112268183,1,pseudogene,chr17,1
LOC107987243,1,lncRNA,chr17,1
DCAKD,1,protein_coding,chr17,1
NMT1,1,protein_coding,chr17,1
PLCD3,1,protein_coding,chr17,1
MIR6784,1,miRNA,chr17,1
ACBD4,1,protein_coding,chr17,1
HEXIM1,1,protein_coding,chr17,1
HEXIM2,1,protein_coding,chr17,1
LOC105371795,1,lncRNA,chr17,1
FMNL1-DT,1,lncRNA,chr17,1
FMNL1,1,protein_coding,chr17,1
LOC124904011,1,protein_coding,chr17,1
MAP3K14-AS1,1,lncRNA,chr17,1
SPATA32,1,protein_coding,chr17,1
MAP3K14,1,protein_coding,chr17,1
RNA5SP443,1,pseudogene,chr17,1
LOC105371796,1,lncRNA,chr17,1
ARHGAP27,1,protein_coding,chr17,1
LOC124904016,1,lncRNA,chr17,1
PLEKHM1,1,protein_coding,chr17,1
MIR4315-1,1,miRNA,chr17,1
LOC105369225,1,lncRNA,chr17,1
LOC105371860,3,lncRNA,chr17,1
LRRC37A4P,1,transcribed_pseudogene,chr17,1
LOC102724345,1,pseudogene,chr17,1
RN7SL656P,2,pseudogene,chr17,1
RDM1P1,1,pseudogene,chr17,1
DND1P1,1,pseudogene,chr17,1
MAPK8IP1P2,1,transcribed_pseudogene,chr17,1
RPS26P8,1,pseudogene,chr17,1
LINC02210,1,lncRNA,chr17,1
LINC02210-CRHR1,1,protein_coding,chr17,1
ARF2P,1,pseudogene,chr17,1
LOC105371802,1,lncRNA,chr17,1
LOC107985028,1,lncRNA,chr17,1
CRHR1,1,protein_coding,chr17,1
MAPT-AS1,1,lncRNA,chr17,1
SPPL2C,1,protein_coding,chr17,1
MAPT,1,protein_coding,chr17,1
MAPT-IT1,1,lncRNA,chr17,1
LOC105371800,1,lncRNA,chr17,1
STH,1,protein_coding,chr17,1
KANSL1,1,protein_coding,chr17,1
LOC107985027,1,lncRNA,chr17,1
KANSL1-AS1,1,lncRNA,chr17,1
MAPK8IP1P1,1,pseudogene,chr17,1
LRRC37A,1,protein_coding,chr17,1
DND1P2,1,pseudogene,chr17,1
LOC100132570,1,pseudogene,chr17,1
LOC124904014,1,lncRNA,chr17,1
ARL17B,1,protein_coding,chr17,1
LRRC37A2,1,protein_coding,chr17,1
NSFP1,1,transcribed_pseudogene,chr17,1
ARL17A,1,protein_coding,chr17,1
RDM1P2,1,pseudogene,chr17,1
RN7SL199P,1,pseudogene,chr17,1
NSF,1,protein_coding,chr17,1
LOC107985026,1,pseudogene,chr17,1
RPS7P11,1,pseudogene,chr17,1
WNT3,1,protein_coding,chr17,1
LOC101929777,1,lncRNA,chr17,1
WNT9B,1,protein_coding,chr17,1
LINC01974,1,lncRNA,chr17,1
LOC112268191,1,lncRNA,chr17,1
RNU6ATAC3P,1,pseudogene,chr17,1
GOSR2,1,protein_coding,chr17,1
MIR5089,1,miRNA,chr17,1
RPRML,1,protein_coding,chr17,1
LOC101927060,1,lncRNA,chr17,1
LRRC37A17P,1,pseudogene,chr17,1
RN7SL270P,1,pseudogene,chr17,1
LOC124904015,1,lncRNA,chr17,1
CDC27,1,protein_coding,chr17,1
LOC112268192,1,pseudogene,chr17,1
RPS2P47,1,pseudogene,chr17,1
MYL4,1,protein_coding,chr17,1
ITGB3,1,protein_coding,chr17,1
RNU7-186P,1,pseudogene,chr17,1
LOC107985029,1,lncRNA,chr17,1
EFCAB13-DT,1,lncRNA,chr17,1
EFCAB13,1,protein_coding,chr17,1
LOC100421523,1,pseudogene,chr17,1
NFE2L3P2,1,pseudogene,chr17,1
MRPL45P2,1,transcribed_pseudogene,chr17,1
NPEPPS,1,protein_coding,chr17,1
KPNB1-DT,1,lncRNA,chr17,1
KPNB1,1,protein_coding,chr17,1
TBKBP1,1,protein_coding,chr17,1
TBX21,1,protein_coding,chr17,1
OSBPL7,1,protein_coding,chr17,1
MRPL10,1,protein_coding,chr17,1
LRRC46,1,protein_coding,chr17,1
SCRN2,1,protein_coding,chr17,1
SP6,1,protein_coding,chr17,1
SP2-DT,1,lncRNA,chr17,1
SP2,1,protein_coding,chr17,1
SP2-AS1,1,lncRNA,chr17,1
PNPO,1,protein_coding,chr17,1
PRR15L,1,protein_coding,chr17,1
CDK5RAP3,1,protein_coding,chr17,1
LOC124904017,1,lncRNA,chr17,1
COPZ2,1,protein_coding,chr17,1
MIR10226,1,miRNA,chr17,1
MIR152,1,miRNA,chr17,1
NFE2L1-DT,1,lncRNA,chr17,1
NFE2L1,1,protein_coding,chr17,1
CBX1,1,protein_coding,chr17,1
RNU6-1201P,1,pseudogene,chr17,1
SNX11,1,protein_coding,chr17,1
SKAP1,1,protein_coding,chr17,1
LOC124904018,1,lncRNA,chr17,1
MIR1203,1,miRNA,chr17,1
RNU6-1152P,1,pseudogene,chr17,1
LSM3P1,1,pseudogene,chr17,1
SKAP1-AS2,1,lncRNA,chr17,1
LOC124904151,1,snoRNA,chr17,1
LOC101927166,1,lncRNA,chr17,1
LOC124904019,1,lncRNA,chr17,1
LOC105371808,1,lncRNA,chr17,1
HOXB1,1,protein_coding,chr17,1
HOXB2,1,protein_coding,chr17,1
HOXB-AS1,1,lncRNA,chr17,1
HOXB3,1,protein_coding,chr17,1
HOXB-AS2,1,lncRNA,chr17,1
HOXB4,1,protein_coding,chr17,1
MIR10A,1,miRNA,chr17,1
HOXB-AS3,1,lncRNA,chr17,1
HOXB5,1,protein_coding,chr17,1
HOXB6,1,protein_coding,chr17,1
HOXB7,1,protein_coding,chr17,1
HOXB8,1,protein_coding,chr17,1
HOXB9,1,protein_coding,chr17,1
HOXB-AS4,1,lncRNA,chr17,1
MIR196A1,1,miRNA,chr17,1
LINC02086,1,lncRNA,chr17,1
RPL9P28,1,pseudogene,chr17,1
COX6B1P2,1,pseudogene,chr17,1
PRAC2,1,protein_coding,chr17,1
PRAC1,1,protein_coding,chr17,1
MIR3185,1,miRNA,chr17,1
HOXB13,1,protein_coding,chr17,1
LOC105371811,1,lncRNA,chr17,1
LOC105371812,1,lncRNA,chr17,1
TTLL6,1,protein_coding,chr17,1
RN7SL125P,1,pseudogene,chr17,1
LOC105371813,1,lncRNA,chr17,1
CALCOCO2,1,protein_coding,chr17,1
SUMO2P17,1,pseudogene,chr17,1
LOC105371814,1,lncRNA,chr17,1
LOC124900395,1,snoRNA,chr17,1
ATP5MC1,1,protein_coding,chr17,1
LOC100419622,1,pseudogene,chr17,1
UBE2Z,1,protein_coding,chr17,1
SNF8,1,protein_coding,chr17,1
RNU1-42P,1,pseudogene,chr17,1
LOC124904116,1,snoRNA,chr17,1
GIP,1,protein_coding,chr17,1
IGF2BP1,1,protein_coding,chr17,1
LOC124904020,1,lncRNA,chr17,1
RNU6-826P,1,pseudogene,chr17,1
B4GALNT2P1,1,pseudogene,chr17,1
B4GALNT2,1,protein_coding,chr17,1
LOC124904021,1,lncRNA,chr17,1
RPS10P25,1,pseudogene,chr17,1
TRQ-TTG1-1,1,tRNA,chr17,1
GNGT2,1,protein_coding,chr17,1
ABI3,1,protein_coding,chr17,1
PHOSPHO1,1,protein_coding,chr17,1
LOC124904022,1,lncRNA,chr17,1
FLJ40194,1,lncRNA,chr17,1
ZNF652,1,protein_coding,chr17,1
MIR6129,1,miRNA,chr17,1
LOC124904111,1,snRNA,chr17,1
ZNF652-AS1,1,lncRNA,chr17,1
RPL21P124,1,pseudogene,chr17,1
PHB1,1,protein_coding,chr17,1
EIF4EP2,1,pseudogene,chr17,1
LINC02075,1,lncRNA,chr17,1
NGFR,1,protein_coding,chr17,1
NGFR-AS1,1,lncRNA,chr17,1
MIR6165,1,miRNA,chr17,1
NXPH3,1,protein_coding,chr17,1
SPOP,1,protein_coding,chr17,1
LOC107984999,1,lncRNA,chr17,1
SLC35B1,1,protein_coding,chr17,1
FAM117A,1,protein_coding,chr17,1
KAT7,1,protein_coding,chr17,1
SRP14P3,1,pseudogene,chr17,1
TAC4,1,protein_coding,chr17,1
FLJ45513,1,lncRNA,chr17,1
LOC124865,1,pseudogene,chr17,1
RNU6-1313P,1,pseudogene,chr17,1
DLX4,1,protein_coding,chr17,1
DLX3,1,protein_coding,chr17,1
PICART1,1,lncRNA,chr17,1
ITGA3,1,protein_coding,chr17,1
LOC124904024,1,lncRNA,chr17,1
PDK2,1,protein_coding,chr17,1
LOC124904026,1,lncRNA,chr17,1
SAMD14,1,protein_coding,chr17,1
PPP1R9B,1,protein_coding,chr17,1
LOC124904025,1,lncRNA,chr17,1
LOC105371818,1,lncRNA,chr17,1
SGCA,1,protein_coding,chr17,1
H1-9P,1,transcribed_pseudogene,chr17,1
COL1A1,1,protein_coding,chr17,1
LINC01969,1,lncRNA,chr17,1
SUMO2P7,1,pseudogene,chr17,1
LOC124904130,1,snoRNA,chr17,1
LOC105371822,1,lncRNA,chr17,1
LOC124904028,1,lncRNA,chr17,1
TMEM92,1,protein_coding,chr17,1
TMEM92-AS1,1,lncRNA,chr17,1
XYLT2,1,protein_coding,chr17,1
MRPL27,1,protein_coding,chr17,1
EME1,1,protein_coding,chr17,1
LRRC59,1,protein_coding,chr17,1
ACSF2,1,protein_coding,chr17,1
MRPS21P9,1,pseudogene,chr17,1
CHAD,1,protein_coding,chr17,1
RSAD1,1,protein_coding,chr17,1
MYCBPAP,1,protein_coding,chr17,1
EPN3,1,protein_coding,chr17,1
LOC105371824,1,lncRNA,chr17,1
SPATA20,1,protein_coding,chr17,1
CACNA1G-AS1,1,lncRNA,chr17,1
CACNA1G,1,protein_coding,chr17,1
LOC101927253,1,lncRNA,chr17,1
ABCC3,1,protein_coding,chr17,1
ANKRD40,1,protein_coding,chr17,1
LUC7L3,1,protein_coding,chr17,1
ANKRD40CL,1,protein_coding,chr17,1
MIR8059,1,miRNA,chr17,1
WFIKKN2,1,protein_coding,chr17,1
RPL5P33,1,pseudogene,chr17,1
TOB1,1,protein_coding,chr17,1
TOB1-AS1,1,lncRNA,chr17,1
LOC105371825,1,lncRNA,chr17,1
LOC124904102,1,protein_coding,chr17,1
LOC124904029,1,lncRNA,chr17,1
SPAG9,1,protein_coding,chr17,1
LOC124904125,1,snoRNA,chr17,1
NME1,1,protein_coding,chr17,1
NME1-NME2,1,protein_coding,chr17,1
NME2,1,protein_coding,chr17,1
MBTD1,1,protein_coding,chr17,1
UTP18,1,protein_coding,chr17,1
LINC02071,1,lncRNA,chr17,1
LINC02072,1,lncRNA,chr17,1
LINC02073,1,lncRNA,chr17,1
RPL7P48,1,pseudogene,chr17,1
CA10,1,protein_coding,chr17,1
LOC105371829,1,lncRNA,chr17,1
LINC01982,1,lncRNA,chr17,1
LINC02089,1,lncRNA,chr17,1
LOC107984983,1,lncRNA,chr17,1
LINC02876,1,lncRNA,chr17,1
MTCO1P40,1,pseudogene,chr17,1
LOC645163,1,pseudogene,chr17,1
LOC100419014,1,pseudogene,chr17,1
LOC107984982,1,lncRNA,chr17,1
RPS2P48,1,pseudogene,chr17,1
LOC124904030,1,lncRNA,chr17,1
KIF2B,1,protein_coding,chr17,1
LOC100128713,1,pseudogene,chr17,1
LOC107985001,1,lncRNA,chr17,1
LOC124904031,1,lncRNA,chr17,1
ISCA1P3,1,pseudogene,chr17,1
ARL2BPP8,1,pseudogene,chr17,1
RN7SKP14,1,pseudogene,chr17,1
LOC124904033,1,lncRNA,chr17,1
TOM1L1,1,protein_coding,chr17,1
LOC124904032,1,lncRNA,chr17,1
COX11,1,protein_coding,chr17,1
STXBP4,1,protein_coding,chr17,1
LOC107985002,1,lncRNA,chr17,1
HLF,1,protein_coding,chr17,1
MMD,1,protein_coding,chr17,1
SMIM36,1,protein_coding,chr17,1
LOC124904034,1,lncRNA,chr17,1
GARS1P1,1,pseudogene,chr17,1
RNU6-1249P,1,pseudogene,chr17,1
LOC100418888,1,pseudogene,chr17,1
LOC102724732,1,lncRNA,chr17,1
LOC101927389,1,lncRNA,chr17,1
LOC124904099,1,lncRNA,chr17,1
TMEM100,1,protein_coding,chr17,1
PCTP,1,protein_coding,chr17,1
ANKFN1,1,protein_coding,chr17,1
LOC124904035,1,lncRNA,chr17,1
LOC112268194,1,lncRNA,chr17,1
RPL39P33,1,pseudogene,chr17,1
NOG,1,protein_coding,chr17,1
C17orf67,1,protein_coding,chr17,1
DGKE,1,protein_coding,chr17,1
LOC124904036,1,lncRNA,chr17,1
LOC124904037,1,lncRNA,chr17,1
RNU6-1158P,1,pseudogene,chr17,1
MTVR2,1,transcribed_pseudogene,chr17,1
TRIM25,1,protein_coding,chr17,1
MIR3614,1,miRNA,chr17,1
COIL,1,protein_coding,chr17,1
LOC100419768,1,pseudogene,chr17,1
LOC105371836,1,lncRNA,chr17,1
SCPEP1,1,protein_coding,chr17,1
RNF126P1,1,transcribed_pseudogene,chr17,1
AKAP1,1,protein_coding,chr17,1
LOC101927510,1,lncRNA,chr17,1
MSI2,1,protein_coding,chr17,1
LOC101927557,1,lncRNA,chr17,1
LOC107984993,1,lncRNA,chr17,1
LOC101927539,1,lncRNA,chr17,1
RN7SL449P,1,pseudogene,chr17,1
RNU7-134P,1,pseudogene,chr17,1
CCDC182,1,protein_coding,chr17,1
RN7SKP94,1,pseudogene,chr17,1
MRPS23,1,protein_coding,chr17,1
CUEDC1,1,protein_coding,chr17,1
LOC107985065,1,lncRNA,chr17,1
VEZF1,1,protein_coding,chr17,1
LOC101929185,1,lncRNA,chr17,1
SRSF1,1,protein_coding,chr17,1
LOC105371840,1,lncRNA,chr17,1
DYNLL2-DT,1,lncRNA,chr17,1
DYNLL2,1,protein_coding,chr17,1
OR4D1,1,protein_coding,chr17,1
MSX2P1,1,transcribed_pseudogene,chr17,1
OR4D2,1,protein_coding,chr17,1
EPX,1,protein_coding,chr17,1
MKS1,1,protein_coding,chr17,1
LOC105371841,1,lncRNA,chr17,1
LPO,1,protein_coding,chr17,1
LOC124904038,1,lncRNA,chr17,1
MPO,1,protein_coding,chr17,1
TSPOAP1,1,protein_coding,chr17,1
TSPOAP1-AS1,1,lncRNA,chr17,1
MIR142,1,miRNA,chr17,1
SUPT4H1,1,protein_coding,chr17,1
RNF43,1,protein_coding,chr17,1
HSF5,1,protein_coding,chr17,1
SETP3,1,pseudogene,chr17,1
MTMR4,1,protein_coding,chr17,1
SEPTIN4-AS1,1,lncRNA,chr17,1
SEPTIN4,1,protein_coding,chr17,1
TEX14,1,protein_coding,chr17,1
LOC107985048,1,lncRNA,chr17,1
LOC124904154,1,pseudogene,chr17,1
LOC105371842,1,lncRNA,chr17,1
LOC124904122,1,snRNA,chr17,1
IGBP1P2,1,protein_coding,chr17,1
RNU1-108P,1,pseudogene,chr17,1
RNU1-52P,1,pseudogene,chr17,1
RNVU1-34,1,pseudogene,chr17,1
RAD51C,1,protein_coding,chr17,1
LOC105371843,1,lncRNA,chr17,1
PPM1E,1,protein_coding,chr17,1
RNU6-518P,1,pseudogene,chr17,1
RPS12P30,1,pseudogene,chr17,1
TRIM37,1,protein_coding,chr17,1
RN7SL716P,1,pseudogene,chr17,1
LOC124904039,1,lncRNA,chr17,1
SKA2,1,protein_coding,chr17,1
RNU2-58P,1,pseudogene,chr17,1
MIR454,1,miRNA,chr17,1
MIR301A,1,miRNA,chr17,1
PRR11,1,protein_coding,chr17,1
SPDYE22P,1,pseudogene,chr17,1
SMG8,1,protein_coding,chr17,1
GDPD1,1,protein_coding,chr17,1
SNRPGP17,1,pseudogene,chr17,1
YPEL2,1,protein_coding,chr17,1
MIR4729,1,miRNA,chr17,1
LINC01476,1,lncRNA,chr17,1
LOC124904040,1,lncRNA,chr17,1
LOC105371845,1,lncRNA,chr17,1
LOC105371847,1,lncRNA,chr17,1
RNU4-13P,1,pseudogene,chr17,1
DHX40,1,protein_coding,chr17,1
CLTC,1,protein_coding,chr17,1
PTRH2,1,protein_coding,chr17,1
VMP1,1,protein_coding,chr17,1
MIR21,1,miRNA,chr17,1
RNU6-450P,1,pseudogene,chr17,1
TUBD1,1,protein_coding,chr17,1
NDUFB8P2,1,pseudogene,chr17,1
RPS6KB1,1,protein_coding,chr17,1
RPS29P21,1,pseudogene,chr17,1
RNFT1,1,protein_coding,chr17,1
TBC1D3P1-DHX40P1,1,transcribed_pseudogene,chr17,1
RNFT1-DT,1,lncRNA,chr17,1
DHX40P1,1,pseudogene,chr17,1
TBC1D3P1,1,pseudogene,chr17,1
LOC105371848,1,lncRNA,chr17,1
